"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Lithuania","LTU","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5999984741211","","","","","","","","","","","","","","","","86.9800033569336","88.0699996948242","88.5599975585938","89.5599975585938","90.2399978637695","90.9599990844727","91.629997253418","91.4199981689453","92.2900009155273","93.0599975585938","93.7900009155273","95.1800003051758","95.5999984741211","96.2245941162109","96.9676818847656","96.6100006103516","97.3246994018555","97.4681167602539","",
"Luxembourg","LUX","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.3300018310547","","","","","","","","","","71.0199966430664","","65.4400024414062","","","","77.8899993896484","","","87.1520538330078","88.2221450805664","89.2420120239258","90.7916259765625","90.2989120483398","88.1867828369141","90.2934341430664","87.3627471923828","89.883186340332","91.3858413696289","90.4209289550781","90.1386184692383","90.708984375","",
"Latvia","LVA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.6399993896484","","","","","","","","","","","","","","","96.9800033569336","98","99.0199966430664","97.4199981689453","97.9199981689453","98.4400024414062","98.7099990844727","98.7900009155273","98.9300003051758","98.9800033569336","99.4199981689453","99.2799987792969","99.2399978637695","98.2901916503906","98.3660202026367","98.3488082885742","98.5187759399414","97.9467239379883","97.8932952880859","",
"Macao SAR, China","MAC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","15.1099996566772","","","","","","","","","","","","","","","","","","","","","51.0299987792969","","","","","","","","","","52.2799987792969","","","","","60.5699996948242","","","","","68.5100021362305","","","98.3790817260742","","73.3399963378906","","","","","","","",
"St. Martin (French part)","MAF","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","4.40000009536743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6473579406738","","","","","","","","","",
"Monaco","MCO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","57.1100006103516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6456985473633","","","","","","","",
"Moldova","MDA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1999969482422","","","","","","","","","","","","","","","","","","91.7200012207031","92.4700012207031","93.3300018310547","93.7900009155273","94.3199996948242","95.0299987792969","95.4899978637695","96.1699981689453","96.379997253418","96.6138229370117","96.853630065918","97.2900009155273","96.9599990844727","97.5400009155273","97.9199981689453","98.25","98.2920150756836",
"Madagascar","MDG","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8519744873047","","","50.3848762512207","","","28.5200004577637","","","18.388729095459","","",
"Maldives","MDV","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8800001144409","","","","","","","","41.0418739318848","","43.108039855957","41.4081382751465","","56.7395782470703","","","","",
"Middle East & North Africa","MEA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","17.1700000762939","","","","","","","","","","32.6399993896484","","","","","","","","","","40.1100006103516","","41.0200004577637","","45.0200004577637","47.6800003051758","47.6300010681152","51.810001373291","48.4199981689453","54.3600006103516","52.1100006103516","56.7227630615234","54.7599983215332","56.560001373291","57.0900001525879","59.5400009155273","60.0400009155273","61.1699981689453","62.2000007629395","65.4377288818359","64.4899978637695","67.6639556884766","66.1100006103516","68.8944778442383",
"Marshall Islands","MHL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0599975585938","","","","","","","","95.7704544067383","","67.7971420288086","","",
"Middle income","MIC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8899993896484","","","","","","","","47.7999992370605","","","","","","","","57.6808052062988","58.9581451416016","60.2270164489746","61.1001129150391","61.8013458251953","62.5273551940918","64.1983871459961","65.8091888427734","69.6771621704102","67.2968521118164","68.4899978637695","69.7008514404297","70.7438278198242","72.1707611083984",
"Mali","MLI","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","0.759999990463257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3299999237061","","","","","10.9300003051758","","5.82465791702271","7.07812833786011","9.9399995803833","7.78999996185303","13.6061019897461","10.039999961853","11.6256904602051","11.5799999237061","","16.9921245574951","",
"Malta","MLT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0999984741211","","","","","63.1800003051758","","62.5400009155273","","","68.129997253418","69.7399978637695","73.2900009155273","75.6399993896484","76.8899993896484","77.5699996948242","78.2200012207031","80.7354202270508","82.1800003051758","83.2266998291016","85.2399978637695","87.2491455078125","87.8212738037109","",
"Myanmar","MMR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","9.30000019073486","","","","","","","","","","16.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2858905792236","37.0895080566406","38.1638107299805","42.6300010681152","77.9388885498047","","","",
"Middle East & North Africa (excluding high income)","MNA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5299987792969","","","","","","","","89.4199981689453","93.4001312255859","94.1899719238281","93.0575103759766","93.5825347900391","93.8244934082031","94.5397644042969","79.6583862304688","95.575080871582","96.139762878418","94.0969619750977","92.5174026489258","",
"Mongolia","MNG","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2099990844727","","","","","","","","","","84.7099990844727","","","88.8533020019531","89.9170913696289","90.4637069702148","90.67626953125","90.7999496459961","68.6274108886719","90.8815612792969","76.2900009155273","91.3330459594727","91.0687408447266","93.4936676025391",
"Northern Mariana Islands","MNP","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","0.899999976158142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6700000762939","","13.8599996566772","","","","16.8500003814697","","14.960000038147","","","21.7600002288818","","17.8165397644043","",
"Mauritania","MRT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09999990463257","","","","","","","","","","","","","","","","","","","","","","","","21.5078086853027","15.0600004196167","","18.3766899108887","","59.5608139038086","","12.1196727752686","","","","",
"Mauritius","MUS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","13.1800003051758","","","","","","","","","","","24.2800006866455","","","","","","","33","","","","","","","","","","39.0999984741211","","","","","","","","","","","54.2400016784668","54.1664085388184","54.814323425293","56.6474227905273","58.3772735595703","58.6832542419434","59.0014953613281","59.697868347168","61.3861312866211","72.1419677734375","62.4276123046875","65.6259536743164","",
"Malawi","MWI","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","2.6800000667572","","","","","","","","","","5.21000003814697","","","","","","","","","","","8.56999969482422","","","","","","","","","","","","","19.2949333190918","","","","19.6671695709229","","22.8477821350098","","","18.8115196228027","","","",
"Malaysia","MYS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","21.2800006866455","","","","","","","","","","","","","","","","49.7200012207031","","","","56.4799995422363","","","","","46.5","","","","66.9400024414062","68.2200012207031","","","","","","74.2099990844727","81.159553527832","81.7991409301758","76.7799987792969","85.3666229248047","86.7577667236328","80.5699996948242","",
"North America","NAC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5100002288818","","","","","","","","","","","44.5764312744141","42.4046669006348","46.6115684509277","","55.4938049316406","","","","","","","",
"New Caledonia","NCL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.8092956542969","","","","","74.9872970581055","","","95.7135238647461","",
"Niger","NER","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","0.600000023841858","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93997240066528","8.36999988555908","","6.63690662384033","","","8.80891132354736","4.36065006256104","7.47526454925537","","","8.44572257995605","",
"Nigeria","NGA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4199981689453","","","","","","","","","","45.2479705810547","","44.6248092651367","44.6351585388184","","49.7583999633789","69.982292175293","",
"Nicaragua","NIC","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4200000762939","","","","25.7700004577637","","","","29.1000003814697","","","33.5620613098145","","35.4700012207031","","","","","","","61.7955513000488","","",
"Netherlands","NLD","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.1699981689453","88.9899978637695","","90.2399978637695","89.4700012207031","89.4400024414062","89.5199966430664","89.4300003051758","89.8600006103516","89.4100036621094","89.370002746582","89.4899978637695","89.7099990844727","89.6080474853516","90.370002746582","90.0465545654297","91.2200012207031","91.2447204589844","91.8595428466797","",
"Norway","NOR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8199996948242","99.8300018310547","99.8099975585938","99.8099975585938","99.7200012207031","99.6999969482422","99.6999969482422","99.5999984741211","99.7369689941406","99.7387390136719","99.2099990844727","99.2300033569336","99.2300033569336","99.2399978637695","99.000846862793","99.1900024414062","98.6916427612305","90.950065612793","97.22021484375","",
"Nepal","NPL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","2.09999990463257","","","","","","","","","","4.82000017166138","","","","","","","","","","","","","","","","","","","","22.8999996185303","","","","","","","","","","26.6000003814697","","","","","27.7911605834961","35.9630546569824","","32.5764007568359","","33.893009185791","","",
"Nauru","NRU","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1091842651367","","","","","","","","69.6752548217773","","",
"New Zealand","NZL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","56.7000007629395","","","","","","","","","","63.189998626709","","","","","","","","","","","","","","","","","","","","","","","79.6078567504883","78.4057464599609","79.2140121459961","80.8084487915039","82.0889739990234","81.5388946533203","81.9199981689453","","","",
"OECD members","OED","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3899993896484","","","","","53.9599990844727","","52.3199996948242","","","","","66.4199981689453","","44.2582626342773","44.2582626342773","44.2582397460938","","75.0762252807617","96.8300018310547","",
"Other small states","OSS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","10.6999998092651","","","","","","","","","12.3599996566772","","","","","","","","","","","","","","","","","","","","","","","","21.4200000762939","32.4599990844727","","32.4300003051758","32.2000007629395","33.3899993896484","33.3899993896484","34.9799995422363","35.4300003051758","37.3300018310547","34.9926376342773","70.2046051025391","36.4300003051758","19.9200000762939","25.7800006866455","","38.0757026672363","","",
"Panama","PAN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","21.6000003814697","","","","","","","","","","31.5","","","","","","","","","","44.0099983215332","","","","","","","","","","52.1399993896484","48.4000015258789","49.8800010681152","51.0900001525879","52.1100006103516","52.5299987792969","53.2299995422363","54.4599990844727","56.0800018310547","56.4700012207031","61.4900016784668","57.6399993896484","","60.0900001525879","60.9500007629395","61.7000007629395","62.4799995422363","62.6699981689453","62.7200012207031","64.3899993896484","","66.6399993896484","66.5699996948242","66.5643920898438",
"Peru","PER","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","17.8999996185303","","","","","","","","","32.7599983215332","","","","","","","","","","","","48.2799987792969","","","","","","","48.1500015258789","48.2999992370605","50.1300010681152","49.1399993896484","51.4000015258789","51.6300010681152","52.7700004577637","55.0800018310547","55.6300010681152","56.060001373291","56.1699981689453","55.9199981689453","57.6699981689453","57.3199996948242","57.5999984741211","58.6300010681152","58.8300018310547","59.1699981689453","59.9599990844727","60.689998626709","61.2599983215332","60.7700004577637","62.1100006103516","69.8320693969727",
"Philippines","PHL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","23.7600002288818","","","","","28.2199993133545","","","","","34.1300010681152","","","","","","","","","","46.1300010681152","","","","","","","","","","50.4599990844727","","","","63.5900001525879","","","","64.870002746582","","66.7600021362305","","","70.0599975585938","","","","59.4099998474121","","71.2300033569336","63.5299987792969","61.9727058410645","61.854679107666","",
"Palau","PLW","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.120002746582","94.088623046875","","","","","","94.3570861816406","","","",
"Papua New Guinea","PNG","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4892807006836","","","","34.5048599243164","",
"Poland","POL","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","26.1000003814697","","","","","","","","39.5999984741211","","","","","","","","","","55.7000007629395","","","","","","","","","","","","","","","","","","","","78.8899993896484","79.9800033569336","80.9000015258789","81.6800003051758","82.3000030517578","83.1399993896484","83.8499984741211","98.0300598144531","85.3300018310547","98.1832275390625","98.2386627197266","98.2505493164062","88.5100021362305","97.9603424072266","98.0690765380859","",
"Pre-demographic dividend","PRE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","38.0099983215332","","","","","","","","","","62.7700004577637","","","","","","","","","","64.5400009155273","","","","","","","","","","81.5599975585938","","","","","","","","","","","80.1699981689453","80","","","","","88.4499969482422","","","","","","",
"Korea, Dem. People's Rep.","PRK","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6172256469727","84.1607894897461","84.7721786499023","85.2677459716797","86.0320358276367","86.5680084228516","87.1409454345703","87.3605194091797","87.5821838378906","87.8838653564453","88.0985565185547","88.5332107543945","88.8400955200195","",
"Portugal","PRT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","8.44999980926514","","","","","","","","","","","14.0299997329712","","","","","","","","","","22.4300003051758","","","","","","","23.6399993896484","24.2999992370605","25.2600002288818","26.3299999237061","27.2199993133545","29.2099990844727","31.8999996185303","33.4500007629395","34.9900016784668","35.5499992370605","37.5499992370605","39.6599998474121","41.2999992370605","45.0099983215332","47.2299995422363","49.2900009155273","51.439998626709","52.7099990844727","54.189998626709","55.1800003051758","54.2999992370605","57.9500007629395","60.75","64.1804122924805","64.6143264770508","64.7252044677734",
"Paraguay","PRY","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","12.4200000762939","","","","","","","","","","19.3999996185303","","","","","","","","","","27.3299999237061","","","","","","","","","28.9899997711182","27.6900005340576","31.9400005340576","30.8999996185303","35.8499984741211","34.3400001525879","36.7400016784668","39.1599998474121","39.7700004577637","39.4799995422363","43.6399993896484","42.7000007629395","46.6300010681152","47.6100006103516","49.0400009155273","47.7599983215332","48.8499984741211","50.0900001525879","52.5800018310547","53.1699981689453","53.8400001525879","57.2099990844727","",
"West Bank and Gaza","PSE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3600006103516","","47.3300018310547","49.1300010681152","50.0699996948242","52.1100006103516","52.6599998474121","54.2599983215332","56.689998626709","58.0200004577637","58.7700004577637","60.4000015258789","61.0999984741211","62.0900001525879","64.25","75.7532424926758","67.7799987792969","77.5971069335938","69.4599990844727","",
"Pacific island small states","PSS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.4000015258789","","","","","","","","","","","","","","","","",
"Qatar","QAT","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7000007629395","","","","","","","","","","","","","","","","","","54.0900001525879","","","63.9099998474121","66.1800003051758","63.4099998474121","50.8600006103516","52.5800018310547","60.4599990844727","69.4899978637695","68.379997253418","66.1344985961914","67.5","68.0100021362305","69.6281661987305","69.8648223876953","71.8656616210938","72.6107788085938","73.7099990844727","",
"Romania","ROU","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","44.4000015258789","","","","","","","","","","","","","","","70.1600036621094","","","","","","","","","","79.1800003051758","","","","","85.6600036621094","86.3600006103516","86.7799987792969","87.2799987792969","88.1999969482422","88.9100036621094","89.4400024414062","89.0500030517578","89.4899978637695","90","90.5299987792969","91.0828475952148","91.1600036621094","91.8000030517578","92.5500030517578","92.9499969482422","",
"Russian Federation","RUS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.0699996948242","","","","","","","","","","","","","97.1500015258789","","","","","","","","93.8499984741211","98.7023696899414","98.965705871582","99.1003646850586","99.2171630859375","99.349967956543","99.4560012817383","97.4872055053711","97.5656585693359","97.9107208251953","98.2114944458008","98.5800018310547","98.5957412719727","98.8744735717773",
"Rwanda","RWA","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","2.25999999046326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1800003051758","","11.9700002670288","12.0062799453735","","19.5803070068359","13.3999996185303","20.8210182189941","16.3787899017334","23.2461528778076","17.9500007629395","22.3299198150635",
"South Asia","SAS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.75","","","","48.7999992370605","","","","","","","","","66.5100021362305","","","","68.8499984741211","","","77.2099990844727","74.821647644043","76.8648834228516","79.6131744384766",
"Sudan","SDN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","4.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8817024230957","","","","","","","","","","","24.7143020629883","",
"Senegal","SEN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.55000019073486","","","","","10.8500003814697","","13.8900003433228","","10.6741304397583","12.3374500274658","17.8199996948242","13.1649904251099","12.7950601577759","","","19.311580657959","",
"Singapore","SGP","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","38.2000007629395","","","","","","","","","","51.2700004577637","","","","","58.0999984741211","","","","","","","","","","70.7699966430664","71.879997253418","73.0100021362305","74.9499969482422","74.8000030517578","76.1999969482422","76.6999969482422","77.3899993896484","78.129997253418","78.5899963378906","79.370002746582","79.6100006103516","80.0100021362305","81.4199981689453","82.1800003051758","83.0599975585938","84.8099975585938","85.2600021362305","",
"Solomon Islands","SLB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9384078979492","","","","","","","","","","",
"Sierra Leone","SLE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9400005340576","","","","","","","","","","74.6661758422852","","","22.7418193817139","21.5651473999023","23.1486206054688","","","","",
"El Salvador","SLV","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","7.90999984741211","","","","","","","","","","","","","","","","","","","","","16.3400001525879","","","","","","","","31.4099998474121","32.4599990844727","33.810001373291","35.3400001525879","34.8300018310547","35.4000015258789","36.939998626709","37.4700012207031","36.5999984741211","37.3800010681152","37.8199996948242","38.560001373291","39.8199996948242","41.0400009155273","42.1100006103516","42.6100006103516","43.25","42.7900009155273","45.310001373291","46.5400009155273","46.5699996948242","47.2200012207031","48.7900009155273","49.2299995422363",
"San Marino","SMR","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.9599990844727","","86.2600021362305","","87.6999969482422","",
